coordinates;speed_limit
[(8.9345212, 46.1145159), (8.9347368, 46.1145618), (8.9348711, 46.1145907), (8.9349502, 46.1146037), (8.9350137, 46.1146096), (8.9350772, 46.1146118), (8.9351289, 46.114609), (8.9351819, 46.114601), (8.9352304, 46.1145904), (8.9353006, 46.1145671), (8.9353671, 46.1145323), (8.9356145, 46.1143841), (8.9357238, 46.1143115), (8.9358015, 46.1142542), (8.9358455, 46.1142176), (8.935892, 46.1141752), (8.9359497, 46.1141153), (8.9360292, 46.114033), (8.9360844, 46.11398), (8.9361686, 46.1139136), (8.9362487, 46.113868), (8.9363533, 46.1138145), (8.9365052, 46.1137444), (8.9366135, 46.1136941), (8.9366991, 46.113664), (8.9367691, 46.1136499), (8.9368422, 46.113643), (8.9369367, 46.1136374), (8.9370277, 46.113638), (8.9371432, 46.1136369), (8.937217, 46.1136323), (8.9372885, 46.1136212), (8.9373665, 46.1136011), (8.9374367, 46.1135747), (8.9375057, 46.1135381), (8.9375543, 46.1135049), (8.9376097, 46.1134608), (8.9376696, 46.113398), (8.9377391, 46.1133093), (8.9378352, 46.1131921), (8.9378755, 46.1131451), (8.9379173, 46.1131006), (8.9379747, 46.1130396), (8.9381068, 46.112922), (8.938198, 46.1128527), (8.9382932, 46.1127755), (8.9384539, 46.1126492), (8.9385011, 46.1126064), (8.9385468, 46.1125533), (8.9385963, 46.1124804), (8.9386403, 46.1124009), (8.9386708, 46.1123511), (8.9386852, 46.1123328), (8.9387006, 46.1123164), (8.9387197, 46.1123019), (8.9387432, 46.1122896), (8.938767, 46.1122824), (8.9387968, 46.1122803), (8.9388236, 46.1122816), (8.9388538, 46.1122891), (8.938879, 46.112298), (8.9388984, 46.1123086), (8.9389138, 46.1123202), (8.9389286, 46.1123358), (8.9389367, 46.1123498), (8.9389396, 46.1123653), (8.9389407, 46.1123823), (8.9389386, 46.1124013), (8.9389323, 46.112422), (8.93892, 46.1124461), (8.9389048, 46.1124711), (8.9388833, 46.1125052), (8.9388679, 46.1125324), (8.9388501, 46.1125685), (8.9388391, 46.1125954), (8.9388303, 46.1126205), (8.9388183, 46.1126662), (8.9388089, 46.1127161), (8.9387807, 46.1129722), (8.9387693, 46.1130577), (8.9387539, 46.1131363), (8.9387318, 46.113206), (8.9387044, 46.1132815), (8.9386835, 46.1133478), (8.9386817, 46.1133745), (8.9386848, 46.1134022), (8.9386957, 46.1134288), (8.9387172, 46.1134488), (8.9387546, 46.1134659), (8.9387943, 46.1134748), (8.9388391, 46.1134766), (8.9388741, 46.1134692), (8.9389123, 46.1134474), (8.938951, 46.1134101), (8.9389873, 46.1133613), (8.939031, 46.1132935), (8.9390791, 46.1132344), (8.939151, 46.1131606), (8.9393106, 46.1130295), (8.9396996, 46.1127404), (8.9398107, 46.1126598), (8.9399061, 46.1126027), (8.9400092, 46.1125473), (8.9400912, 46.1125051), (8.9404975, 46.112322), (8.9409936, 46.1120551), (8.9410512, 46.1120304), (8.9411424, 46.1119965), (8.9412303, 46.1119654), (8.9413463, 46.1119342), (8.9414913, 46.1119018), (8.9418579, 46.111824), (8.9419719, 46.1118003), (8.9420711, 46.1117775), (8.9421423, 46.1117552), (8.9422005, 46.1117315), (8.9422716, 46.1116938), (8.9423482, 46.111646), (8.942574, 46.1115204), (8.9426794, 46.1114652), (8.9427457, 46.1114349), (8.9428268, 46.1114038), (8.9429267, 46.1113717), (8.9430045, 46.1113484), (8.9430904, 46.1113243), (8.9432258, 46.1112931), (8.943321, 46.1112741), (8.9434183, 46.1112508), (8.9435168, 46.1112201), (8.9436087, 46.1111848), (8.9436972, 46.11115), (8.9438085, 46.1111021), (8.9438479, 46.1110835), (8.9439259, 46.1110467), (8.9440359, 46.1109919), (8.9441673, 46.1109249), (8.9442531, 46.1108795)];50
[(9.0264797, 46.1977322), (9.0264032, 46.1976905), (9.0263597, 46.1976633), (9.0263064, 46.1976264), (9.0262035, 46.1975474)];50
[(8.9443472, 46.1504902), (8.9439755, 46.1505028), (8.9430705, 46.1505296), (8.9429552, 46.1505334), (8.9429069, 46.1505501), (8.9428291, 46.1505928), (8.9427996, 46.15063), (8.9427915, 46.1507024), (8.9427942, 46.1507731), (8.9428156, 46.1511729), (8.9428201, 46.151249), (8.9428128, 46.1512822), (8.9427987, 46.1513132), (8.9427728, 46.1513389), (8.9427423, 46.1513609), (8.9426997, 46.151377), (8.9426467, 46.1513874), (8.9425725, 46.151391), (8.9425447, 46.1513921), (8.9419051, 46.1514134), (8.9415948, 46.1514261), (8.9401236, 46.1514802)];30
[(8.9432908, 45.9880819), (8.9432446, 45.9881599), (8.9432752, 45.9881986), (8.9433035, 45.9882089), (8.9433992, 45.9882436)];50
[(8.9472138, 45.9893991), (8.9471712, 45.9894951), (8.9471602, 45.9895381)];30
[(8.9475515, 45.991135), (8.9476341, 45.9912658), (8.9478809, 45.9915847), (8.9479271, 45.991647)];30
[(8.9471451, 45.988303), (8.9472778, 45.9883495), (8.947453, 45.9885578), (8.9475734, 45.9886434), (8.9481743, 45.988853), (8.9482612, 45.9888711), (8.9490035, 45.9888582), (8.9496123, 45.9888313), (8.9499333, 45.9887829), (8.950147, 45.9887065), (8.9502813, 45.9886423), (8.9504456, 45.9885089), (8.9504886, 45.9883878), (8.9504322, 45.988289), (8.9503621, 45.9882191), (8.9503395, 45.9881939), (8.9502325, 45.9880782), (8.9501861, 45.9879404), (8.9501675, 45.9877929), (8.9501866, 45.9877086), (8.9501841, 45.9876722), (8.9502834, 45.9875995), (8.9504046, 45.9875946), (8.9505113, 45.9877107), (8.9507044, 45.9878056), (8.9510787, 45.9878343), (8.951225, 45.9877881), (8.9512934, 45.987753), (8.9517813, 45.9875027), (8.9520782, 45.9873503), (8.9522473, 45.987309), (8.9522318, 45.9872655), (8.952177, 45.9872392), (8.9518483, 45.9872804), (8.9514067, 45.9873948), (8.9510263, 45.9874109), (8.9507085, 45.9873889), (8.9504734, 45.9872196), (8.9504139, 45.9871768), (8.9503067, 45.9870869), (8.9501922, 45.9870349), (8.9500381, 45.9870208), (8.9499401, 45.9870404), (8.9498618, 45.987095), (8.9497783, 45.98724), (8.9496391, 45.9875624), (8.9493329, 45.9876913), (8.9492322, 45.9877451), (8.9490174, 45.9877397), (8.9488122, 45.9878231), (8.948586, 45.9878718), (8.9483328, 45.9879205), (8.9482502, 45.9878956), (8.9481933, 45.9879161), (8.9482469, 45.9879621), (8.9483354, 45.987975), (8.9485952, 45.9879428), (8.9487369, 45.987913), (8.948773, 45.9879347), (8.9487993, 45.9881132), (8.948805, 45.9881522)];30
[(8.9390313, 45.9661954), (8.9390934, 45.9661675), (8.9391394, 45.9661453), (8.9391726, 45.96612), (8.9392085, 45.9660808), (8.9392633, 45.966014), (8.9393097, 45.9659336), (8.9393373, 45.9658742), (8.9393543, 45.9658181), (8.9393775, 45.9657172), (8.9394, 45.9656508), (8.9394626, 45.9655276), (8.9394788, 45.9655096), (8.9395017, 45.9654855), (8.9395569, 45.9654438), (8.9398788, 45.9652596)];50
[(8.917521, 45.9230593), (8.9173619, 45.9229743), (8.9172092, 45.9229088), (8.9171152, 45.9228702), (8.9169499, 45.9228128)];30
[(8.9187001, 45.9237667), (8.9186299, 45.9236996), (8.9186057, 45.9236811), (8.9185876, 45.9236699), (8.9183406, 45.923518), (8.9181481, 45.9234086), (8.9179382, 45.9233186), (8.9178166, 45.9232666), (8.9177235, 45.9232119), (8.917521, 45.9230593)];30
[(8.925055, 45.9675238), (8.9250687, 45.9676509), (8.9250965, 45.9678243), (8.9251926, 45.9682478), (8.9252736, 45.968488), (8.9253964, 45.9687997), (8.9255734, 45.9691763), (8.9257337, 45.9694363)];60
[(8.9752031, 46.3473157), (8.9751926, 46.347348)];60
[(8.9169499, 45.9228128), (8.916891, 45.9227955)];30
[(8.9794842, 45.8739937), (8.9798558, 45.8737316), (8.9799787, 45.8736346), (8.9801437, 45.8734637), (8.9802948, 45.8732833), (8.9803332, 45.8732442), (8.9803641, 45.8732193), (8.9804238, 45.8731771), (8.9804584, 45.8731609)];50
[(8.9699763, 45.8753912), (8.9700623, 45.875194), (8.9702509, 45.874822), (8.9702587, 45.8747485), (8.9702339, 45.8746562), (8.9702122, 45.8746155), (8.9701409, 45.8744818), (8.9698989, 45.8740871), (8.9698502, 45.8740028), (8.9695991, 45.8737721), (8.9694093, 45.8736203), (8.9693643, 45.873577), (8.9692623, 45.8735042), (8.9691508, 45.873472), (8.9689497, 45.8734008), (8.9688669, 45.8733724), (8.9688075, 45.8733331), (8.968644, 45.8731704), (8.9683555, 45.8728304), (8.9680367, 45.8724571), (8.9676217, 45.8716935)];30
[(8.7054002, 46.2460159), (8.7053505, 46.2460081), (8.7053158, 46.2459958), (8.7052889, 46.2459752), (8.7052716, 46.2459532), (8.7052659, 46.2459355), (8.7052639, 46.2459157), (8.705267, 46.2459003), (8.7052737, 46.2458867), (8.7052827, 46.245875), (8.7052962, 46.2458645), (8.7053102, 46.2458552), (8.7053718, 46.2458277), (8.705423, 46.245812), (8.7054683, 46.2458029), (8.7055171, 46.2458016), (8.7055597, 46.2458069), (8.7055894, 46.2458153), (8.7056095, 46.2458252), (8.7056297, 46.2458406), (8.7056387, 46.2458495), (8.7056495, 46.245865), (8.7056554, 46.2458816), (8.7056556, 46.2458987), (8.705648, 46.24592), (8.7056315, 46.245941), (8.7055919, 46.2459705), (8.7055505, 46.2459905), (8.7055079, 46.2460031), (8.7054524, 46.2460145), (8.7054002, 46.2460159)];60
[(8.7052716, 46.2459532), (8.7052307, 46.2459608), (8.7050865, 46.2459878), (8.704906, 46.2460182), (8.7034651, 46.2462588), (8.7033849, 46.2462714)];60
[(9.0222568, 46.2349064), (9.0226304, 46.2346339), (9.0227565, 46.2345309), (9.0229053, 46.2343936), (9.0230354, 46.2342479), (9.0231588, 46.2341014), (9.0232914, 46.233878), (9.0235739, 46.2332976)];30
[(8.9452908, 45.9521104), (8.9451429, 45.9520647), (8.9445395, 45.9518783), (8.9441812, 45.9517699), (8.9438076, 45.9516413), (8.9436092, 45.9515658), (8.9435457, 45.9515396), (8.9434925, 45.9515127), (8.9434289, 45.9514737), (8.9431717, 45.9512634), (8.9430318, 45.9511359), (8.9425442, 45.9506686), (8.9424801, 45.9506095), (8.9423985, 45.9505431), (8.9423259, 45.9504968), (8.9417669, 45.9501553), (8.9415693, 45.9500324), (8.9414738, 45.9499637), (8.9414053, 45.9499039), (8.9413524, 45.949843), (8.9413092, 45.949786), (8.9412752, 45.949733), (8.9412428, 45.9496714), (8.9412151, 45.9496026), (8.9411779, 45.9494762), (8.941079, 45.949035), (8.9410039, 45.9488615), (8.940884, 45.9486824), (8.9407301, 45.9485202), (8.9405724, 45.9483347), (8.9404879, 45.9481985), (8.9403306, 45.9476885), (8.9401536, 45.9474209), (8.9399886, 45.9471803), (8.9396198, 45.9468203), (8.9394898, 45.9466376), (8.9394348, 45.9464063), (8.9393677, 45.9460277), (8.9393583, 45.9458477), (8.9393798, 45.9456519), (8.9394857, 45.9452425), (8.9395045, 45.9450345), (8.9395179, 45.9448191), (8.9395085, 45.9445907), (8.9394633, 45.9443521), (8.9392805, 45.9440843), (8.9390137, 45.9438745), (8.9388715, 45.9437793), (8.9387119, 45.9436954), (8.9385631, 45.9435816), (8.9384638, 45.9434576), (8.9382895, 45.9431928), (8.9380722, 45.9429466), (8.9378362, 45.9427153), (8.9375934, 45.9425017), (8.9372568, 45.9422462), (8.9371093, 45.9421306), (8.9370047, 45.9420336), (8.9368987, 45.9418928), (8.9368438, 45.9417659), (8.9368129, 45.9416503), (8.9368041, 45.9415691), (8.9367995, 45.9415262), (8.9368236, 45.9413621), (8.9368759, 45.9411401), (8.9369041, 45.9409434), (8.9368907, 45.9407559), (8.9368545, 45.9405619), (8.9367847, 45.9404034), (8.9366412, 45.9401796), (8.9364119, 45.9399343), (8.9361236, 45.9397552), (8.9356777, 45.9395188)];50
[(8.9449009, 45.9532624), (8.9448075, 45.9532212), (8.9447612, 45.9531941), (8.9444565, 45.9529382), (8.9443513, 45.9528374), (8.9442775, 45.9527519), (8.9442233, 45.952694), (8.9441744, 45.9526371), (8.9441141, 45.9525401), (8.9439222, 45.9521278)];30
[(8.9449009, 45.9532624), (8.944982, 45.9532549), (8.9450591, 45.9532517), (8.94512, 45.953254), (8.945167, 45.9532574), (8.9452593, 45.9532695), (8.9453376, 45.9532886), (8.9453989, 45.9533093), (8.9454474, 45.9533324), (8.9454963, 45.9533648), (8.9455518, 45.9534121), (8.9456461, 45.9534979), (8.9459436, 45.9537049), (8.9461251, 45.9537308), (8.946242, 45.9537475), (8.9467164, 45.9537603)];30
[(8.9440921, 45.9543682), (8.9444563, 45.9545524), (8.9444818, 45.9545693), (8.944504, 45.9545893), (8.9445257, 45.9546121), (8.9445823, 45.9546922), (8.9447944, 45.9550058), (8.9450189, 45.9554887), (8.9450502, 45.9555401), (8.9450815, 45.9555774), (8.9451118, 45.9556073), (8.9451431, 45.9556365)];30
[(8.9440921, 45.9543682), (8.9440474, 45.9543461), (8.9440121, 45.954324), (8.9439897, 45.9543031), (8.9439751, 45.9542814)];30
[(8.946279, 45.9558185), (8.9460209, 45.9559391), (8.9459472, 45.9559773), (8.9459211, 45.955994), (8.9459038, 45.9560116), (8.9458437, 45.9561027), (8.9458, 45.9561731), (8.9457856, 45.9562072), (8.9457842, 45.9562248), (8.9457888, 45.9562436), (8.9457995, 45.9562637), (8.9458128, 45.956281), (8.945875, 45.9563446)];30
[(8.9467554, 45.9538164), (8.9467164, 45.9537603), (8.946444, 45.9533601), (8.9462784, 45.9531078), (8.9460024, 45.9526915), (8.9459648, 45.9526342), (8.9459226, 45.9525777), (8.9458733, 45.9525206), (8.9457968, 45.9524441), (8.9456867, 45.9523483), (8.9456037, 45.9522852), (8.9455411, 45.9522438), (8.9454705, 45.9521991), (8.945399, 45.9521604), (8.9453458, 45.9521325), (8.9452908, 45.9521104)];50
[(8.9452415, 45.9521907), (8.9451414, 45.9523665), (8.9451035, 45.9524543), (8.945095, 45.9525077), (8.9450922, 45.9525548), (8.9451096, 45.9527638), (8.9451163, 45.9528737), (8.9451156, 45.9529322), (8.9451094, 45.9529822), (8.945091, 45.9530375), (8.9450626, 45.9530821), (8.9450239, 45.9531308), (8.9449769, 45.9531823), (8.9449009, 45.9532624), (8.9448702, 45.9532755), (8.9448403, 45.953293), (8.9448131, 45.9533134), (8.9446452, 45.9534705), (8.944468, 45.9536153), (8.9440168, 45.9540468), (8.943989, 45.9540798), (8.9439742, 45.9541076), (8.9439654, 45.9541363), (8.9439593, 45.9541796), (8.9439591, 45.9542274), (8.9439658, 45.954257), (8.9439751, 45.9542814)];30
[(8.9451431, 45.9556365), (8.9454201, 45.9556648), (8.9461357, 45.9557973), (8.946279, 45.9558185)];30
[(8.916891, 45.9227955), (8.9167811, 45.9227685), (8.9166783, 45.9227481), (8.9163603, 45.9226945), (8.9162516, 45.9226717), (8.9161205, 45.9226358), (8.9159436, 45.9225796)];30
[(8.9266778, 45.9301859), (8.9266317, 45.9301682), (8.9265528, 45.9301361), (8.9264719, 45.930088), (8.9263912, 45.9300299), (8.9262946, 45.9299264), (8.9260143, 45.9295915), (8.9258512, 45.9294225), (8.9256804, 45.929265), (8.9248408, 45.928619), (8.9247363, 45.9285272), (8.9246142, 45.9284022), (8.9244687, 45.928217), (8.9243775, 45.9281362), (8.9241268, 45.9279586)];50
[(8.9356777, 45.9395188), (8.935365, 45.939352), (8.9352385, 45.9392717), (8.9351397, 45.9392028), (8.9350731, 45.9391475), (8.9350051, 45.9390865), (8.9348918, 45.9389392), (8.9348013, 45.9387526), (8.9346671, 45.9384132), (8.9346457, 45.9383612), (8.9345318, 45.9380847), (8.9344808, 45.9379865), (8.9344333, 45.9379205), (8.9343815, 45.9378718), (8.9343283, 45.9378233), (8.9342487, 45.9377659), (8.9339817, 45.9376224), (8.9339022, 45.9375766), (8.9338223, 45.9375206), (8.9337656, 45.9374639), (8.933671, 45.9373091), (8.9336224, 45.9372548), (8.9335437, 45.9371829), (8.9334516, 45.9371139), (8.9333336, 45.9370203), (8.933245, 45.9369454), (8.9331257, 45.9368239), (8.9330019, 45.9366546), (8.9327936, 45.9363958), (8.9325929, 45.9361698)];50
[(8.9284189, 45.931916), (8.9281964, 45.9316488), (8.9281172, 45.9315244), (8.9279289, 45.9311524), (8.9278235, 45.9310019), (8.9277095, 45.9308713), (8.9274212, 45.9306073), (8.9272911, 45.9304888), (8.9271608, 45.9303898), (8.9270748, 45.9303418), (8.926941, 45.9302818), (8.9266778, 45.9301859)];50
[(8.9241268, 45.9279586), (8.9238715, 45.9277823), (8.9236701, 45.9276643), (8.9234915, 45.9275713), (8.923373, 45.9275216), (8.9231288, 45.9274328), (8.9229358, 45.9273537), (8.9227861, 45.9272836), (8.922616, 45.9271932), (8.9224067, 45.9270638), (8.9222084, 45.926933), (8.9216524, 45.9265221), (8.9215558, 45.9264498), (8.9214797, 45.9263931)];50
[(9.0441773, 46.2227868), (9.0440984, 46.2229257), (9.0440987, 46.2229639), (9.044129, 46.223002), (9.0443759, 46.2231218), (9.044457, 46.2231612), (9.0446408, 46.2232591), (9.0448482, 46.2233696), (9.0451597, 46.2235305), (9.0457241, 46.2238212), (9.0460099, 46.223974), (9.0460846, 46.2240269)];50
[(9.0238916, 46.2537764), (9.0237243, 46.2539724), (9.023558, 46.2541374), (9.0234373, 46.2542895), (9.0232737, 46.2545176), (9.0231576, 46.2546831), (9.0230905, 46.2547763), (9.0230542, 46.2548155), (9.0230086, 46.2548509), (9.0229537, 46.254888)];30
[(9.0238916, 46.2537764), (9.0240937, 46.253855), (9.0242492, 46.253918), (9.0243056, 46.25397), (9.0243029, 46.2540182), (9.0242707, 46.2540868), (9.0241607, 46.2543205), (9.0240516, 46.2545325), (9.024014, 46.2546067)];30
[(9.0280594, 46.251435), (9.0280548, 46.2514029), (9.028058, 46.2513697), (9.0280697, 46.2513363), (9.0280923, 46.2512975), (9.0281331, 46.2512454), (9.0282492, 46.2511662), (9.0282801, 46.2511452), (9.0284128, 46.2510549), (9.0285389, 46.2509808), (9.0286676, 46.2509214), (9.0288546, 46.2508652), (9.0290017, 46.2508346), (9.0292133, 46.2507796), (9.0292443, 46.2507815)];30
[(8.9692669, 45.8715846), (8.9693037, 45.8716148), (8.9695779, 45.8719718), (8.9698273, 45.8722432), (8.9698706, 45.8722611), (8.9699137, 45.872265), (8.9699827, 45.8722377), (8.9700803, 45.8721984), (8.9702435, 45.8721086), (8.9705238, 45.8720202), (8.9705958, 45.8720027), (8.9706843, 45.8719812), (8.9707791, 45.8719812), (8.9708495, 45.872015), (8.9709346, 45.8722044)];30
[(8.9686691, 45.8712841), (8.9687627, 45.8712092), (8.9689052, 45.8711063), (8.968931, 45.8710626), (8.969037, 45.8707494), (8.9690658, 45.8706655), (8.9691155, 45.8705236), (8.9691907, 45.8703074), (8.9693006, 45.8699502), (8.9693302, 45.8698631), (8.9694644, 45.8694085)];50
[(8.9705238, 45.8720202), (8.9706042, 45.8722882), (8.9706375, 45.8730173), (8.9706416, 45.8732416), (8.9706632, 45.8736632), (8.9707244, 45.8736638), (8.9710999, 45.8736672), (8.9714207, 45.8736743), (8.9717846, 45.8736824), (8.9721145, 45.8736978), (8.972809, 45.8737401), (8.9730349, 45.8737518), (8.9731863, 45.8735812), (8.9729484, 45.8728133)];30
[(9.0472269, 46.2271603), (9.0472846, 46.2269327), (9.0473538, 46.226772), (9.0474014, 46.226693), (9.0474427, 46.2266381), (9.0475744, 46.2264757), (9.0476526, 46.2264044), (9.0477505, 46.2263252), (9.0479438, 46.2262099), (9.0480839, 46.2261401), (9.0490177, 46.2257406), (9.0490253, 46.2257371), (9.0490886, 46.2257081), (9.0491127, 46.2256637)];50
[(9.0471516, 46.2273819), (9.047633, 46.2273615), (9.0477605, 46.2273486), (9.0482874, 46.2273022), (9.0483419, 46.2272983), (9.048443, 46.227291), (9.0486361, 46.2272539), (9.0488612, 46.227212), (9.048914, 46.227202), (9.049059, 46.2271774), (9.0492413, 46.2271534), (9.0494649, 46.2271328), (9.049939, 46.2271141), (9.0501111, 46.2271118), (9.0502106, 46.2270904)];50
[(9.0502106, 46.2270904), (9.0502668, 46.2271002), (9.0503027, 46.2271082), (9.0504946, 46.2271508), (9.0507283, 46.2272465), (9.0508648, 46.2272844), (9.0513247, 46.2273584), (9.0517261, 46.2274251), (9.0522676, 46.2275627), (9.0524124, 46.2275831), (9.0525814, 46.2275812), (9.0535899, 46.2275126), (9.053676, 46.2275156), (9.0537669, 46.227533), (9.0551683, 46.2282335), (9.0552513, 46.2282685), (9.0553579, 46.2283115), (9.0554831, 46.2283562), (9.0556094, 46.2283894), (9.0561915, 46.2285268), (9.0562924, 46.228558), (9.0563774, 46.2285892), (9.0568044, 46.2287962), (9.0570753, 46.2289192), (9.0571952, 46.2289673), (9.0573845, 46.2290313), (9.0578973, 46.2291856), (9.0580253, 46.2292318), (9.0580981, 46.2292617), (9.0581481, 46.2292904), (9.0582113, 46.2293381), (9.0584677, 46.2295645), (9.058631, 46.2296981), (9.0587202, 46.2297634), (9.0587833, 46.229805), (9.0588111, 46.2298156), (9.0588727, 46.2298288), (9.0589906, 46.2298553), (9.0590491, 46.229867), (9.0591399, 46.2298776), (9.0593435, 46.229885)];50
[(9.0502106, 46.2270904), (9.0503076, 46.227007), (9.0505566, 46.226508), (9.0506763, 46.2263348), (9.0507237, 46.2262378), (9.0507412, 46.2261636), (9.0508516, 46.2258659), (9.0509107, 46.2257472), (9.0510179, 46.2256284)];30
[(8.9554328, 45.8788327), (8.9553624, 45.8787433), (8.9551844, 45.8785509), (8.9548647, 45.8783989), (8.9546401, 45.8782921), (8.9545646, 45.878228), (8.9545523, 45.8782123), (8.9544938, 45.8781377), (8.9544365, 45.8779648), (8.954425, 45.8779413), (8.9543627, 45.8778132), (8.9541937, 45.8776718), (8.9538802, 45.8774777), (8.9537594, 45.8774029), (8.953405, 45.8771877), (8.9532391, 45.877084), (8.9530994, 45.8769988), (8.9522153, 45.8764429), (8.9520213, 45.8763106), (8.9518182, 45.876134), (8.9513458, 45.8755907), (8.9511319, 45.8752746), (8.9510527, 45.8751003), (8.9510559, 45.8750244), (8.9510919, 45.8749636), (8.9511808, 45.8748751), (8.9513326, 45.8747988), (8.9514317, 45.8747251)];50
[(8.9562215, 45.881135), (8.9562262, 45.8811156), (8.9562243, 45.8810969), (8.9562158, 45.8810827), (8.9562039, 45.8810705), (8.9561459, 45.881025), (8.9560985, 45.8809833), (8.9560385, 45.8809174), (8.9560065, 45.8808805), (8.9559891, 45.8808556), (8.9559736, 45.8808248), (8.9559534, 45.8807745), (8.9559502, 45.8807664), (8.9559342, 45.8807206), (8.9559281, 45.880686), (8.9559242, 45.8806525), (8.9559212, 45.8806051), (8.9559238, 45.8804771), (8.9559358, 45.880357), (8.9559645, 45.8799643), (8.9559661, 45.8799275), (8.9559706, 45.8798221), (8.9559495, 45.8796738), (8.9558807, 45.8794652), (8.9558198, 45.8793195), (8.9557738, 45.8792617), (8.9554328, 45.8788327)];50
[(8.9523723, 45.884559), (8.952375, 45.8845204), (8.9523756, 45.8844293), (8.952333, 45.8838622), (8.9523329, 45.8837486), (8.9523442, 45.8836882), (8.9523627, 45.8836554), (8.9523994, 45.8836252), (8.9524523, 45.8835949), (8.9525052, 45.8835786), (8.9525679, 45.8835695), (8.9526282, 45.883571), (8.9527081, 45.8835798), (8.9528587, 45.883612), (8.9529158, 45.8836141), (8.9529637, 45.883613), (8.9530093, 45.8836013), (8.9530425, 45.8835864), (8.9530715, 45.8835608), (8.9530865, 45.8835344), (8.9530915, 45.8835071), (8.9530842, 45.8834722), (8.9530716, 45.8834434), (8.9530147, 45.883364), (8.9529105, 45.8832345), (8.9528609, 45.8831523), (8.9526169, 45.8826513), (8.9525704, 45.8825731), (8.9525199, 45.8825094), (8.9522964, 45.8822864), (8.9522525, 45.8822218), (8.9522152, 45.8821439), (8.9521908, 45.8820659), (8.9521878, 45.8819429), (8.9521861, 45.8813845), (8.9521949, 45.8812675), (8.952209, 45.8812209), (8.9522315, 45.8811852), (8.952275, 45.8811371), (8.9523907, 45.8810466), (8.9524346, 45.8810244), (8.952484, 45.8810094), (8.9525485, 45.8810019), (8.9525942, 45.8810034), (8.9526411, 45.8810077), (8.9534095, 45.8811508), (8.9536451, 45.8811757), (8.9538261, 45.8811713), (8.9539096, 45.8811693), (8.9547355, 45.8810515), (8.9549088, 45.8810257), (8.9551297, 45.8810316), (8.9556166, 45.8811116), (8.9560885, 45.881176), (8.95614, 45.8811789), (8.9561718, 45.8811748), (8.9561935, 45.8811669), (8.956213, 45.8811492), (8.9562215, 45.881135)];40
